# Custom external galaxy catalog, containing objects missing from HyperLeda, NED-LVS, and LVD.
# diameter is in arcmin
#
# LVD's Dw1245+6158:
#   ,SMDG J1245495+615810,191.45623,61.96947,0.4593333333333333,0.4,67.79,17.71,r,Row 4871 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 166:
#   ,SMDG J1249122+353645,192.30065,35.61258,0.399,0.84,67.09,18.58,r,Row 4952 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 193:
#  ,SMDG J1315298+413008,198.87417,41.50223,0.39866666666666667,0.77,299.17,18.14,r,Row 5316 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's NGC 4631-dw3:
#  ,SMDG J1242530+322721,190.72097,32.45592,0.4233333333333333,0.9,81.86,19.28,r,Row 4788 in 'SMUDGes_catalog.6_23.ascii'
#
# Super-faint!
#   ,SMDG J0130373-195118,22.65546,-19.85495,2.2623333333333333,0.48,89.53,17.63,r,Row 617 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0151087-141129,27.7863,-14.19137,1.3086666666666666,0.78,333.63,17.1,r,Row 746 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0441370-014216,70.40414,-1.70431,1.3286666666666667,0.66,332.62,17.72,r,Row 1933 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1225544+140829,186.47664,14.14138,1.29,0.6,59.07,17.61,r,Row 4106 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1230495+133018,187.70627,13.50494,0.44033333333333335,0.81,309.33,18.42,r,Row 4370 in 'SMUDGes_catalog.6_23.ascii'
#
# Shreds of UGC 05706:
# ,SMDG J1031105+343018,157.79394,34.50495,0.7579999999999999,0.74,280.3,16.43,r,Row 2806 in 'SMUDGes_catalog.6_23.ascii'
# ,SMDG J1031120+343013,157.79989,34.50348,0.6716666666666666,0.89,286.53,16.25,r,Row 2807 in 'SMUDGes_catalog.6_23.ascii'
#
objname,objname_ned,ra,dec,diam,ba,pa,mag,mag_band,essential_note
,SMDG J1256034+045202,194.01422,4.86722,0.44333333333333336,0.62,11.47,17.21,r,Row 5114 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256044+034846,194.01847,3.81285,0.7609999999999999,0.43,55.56,16.44,r,Row 5115 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256181+075914,194.07546,7.98736,0.32433333333333336,0.69,65.7,19.06,r,Row 5121 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256211-065206,194.08773,-6.86831,0.5483333333333333,0.55,51.8,18.35,r,Row 5122 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256248+150508,194.10324,15.08568,0.9413333333333332,0.65,87.62,15.48,r,Row 5124 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256356-003141,194.14853,-0.52812,0.39066666666666666,0.72,283.47,17.44,r,Row 5127 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256508+013655,194.21166,1.61524,0.28300000000000003,0.83,328.87,18.91,r,Row 5128 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1256583-073534,194.24292,-7.59275,0.3476666666666667,0.77,319.02,17.94,r,Row 5130 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1257017+282325,194.25701,28.39032,0.26866666666666666,0.77,311.15,18.54,r,Row 5132 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1257038+523921,194.26592,52.65597,0.261,0.82,293.90999999999997,18.75,r,Row 5133 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258011+271127,194.50459,27.1907,0.28200000000000003,0.47,309.74,19.57,r,Row 5143 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258104+271912,194.54336,27.31994,0.28300000000000003,0.68,31.77,19.55,r,Row 5146 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258127-032854,194.55276,-3.48174,0.3496666666666667,0.47,294.07,18.91,r,Row 5147 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258131+272522,194.5547,27.42292,0.25766666666666665,0.63,313.90999999999997,19.16,r,Row 5148 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258164+275330,194.56831,27.89171,0.5876666666666667,0.39,72.27,18.9,r,Row 5150 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1258551+012911,194.72948,1.48645,0.29900000000000004,0.55,319.90999999999997,19.68,r,Row 5158 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1259018+140502,194.75741,14.08393,0.3416666666666667,0.95,281.85,18.59,r,Row 5159 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1259083-022533,194.78475,-2.42581,0.2643333333333333,0.79,300.21,18.93,r,Row 5160 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1259413+273149,194.92203,27.53016,0.25166666666666665,0.71,320.5,19.08,r,Row 5169 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1259521-051149,194.96719,-5.19691,0.257,0.68,74.01,20.13,r,Row 5175 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1300279+283730,195.11624,28.62504,0.25666666666666665,0.42,282.81,19.63,r,Row 5179 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1300580+265835,195.2415,26.97646,0.292,0.69,327.65,18.74,r,Row 5183 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1300598-020107,195.24912,-2.01872,0.367,0.91,286.55,17.66,r,Row 5184 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1301158+271238,195.31591,27.21054,0.28933333333333333,0.59,9.09,18.8,r,Row 5188 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1301440-084221,195.43347,-8.70579,0.293,0.82,322.61,18.72,r,Row 5196 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1301490-043216,195.45401,-4.53779,0.2846666666666666,0.61,289.31,18.11,r,Row 5198 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1301582+275012,195.49257,27.83658,0.3156666666666667,0.73,318.23,18.98,r,Row 5201 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1302013+291223,195.50521,29.20633,0.26066666666666666,0.84,313.71,18.86,r,Row 5202 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1302165+285717,195.56889,28.95476,0.31933333333333336,0.44,273.36,19.49,r,Row 5205 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1302221-043005,195.59199,-4.50128,0.39166666666666666,0.89,287.44,18.37,r,Row 5206 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1302262+021816,195.60933,2.30438,0.38833333333333336,0.64,346.75,17.76,r,Row 5209 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1302595+075219,195.74787,7.87181,0.32733333333333337,0.89,295.19,20.51,r,Row 5214 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1303051+042828,195.77127,4.47444,0.30833333333333335,0.38,46.35,18.47,r,Row 5215 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1303399-043646,195.91635,-4.6129,0.45233333333333337,0.84,353.83,17.53,r,Row 5220 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1303550+282121,195.9793,28.35573,0.41333333333333333,0.81,340.21,18.52,r,Row 5221 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1304235-031657,196.09783,-3.28251,0.4103333333333333,0.54,57.96,19.55,r,Row 5228 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1304338+264623,196.14076,26.77306,0.45,0.7,71.21,16.75,r,Row 5229 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1304403-081856,196.16789,-8.31547,0.3093333333333333,0.72,304.35,19.3,r,Row 5231 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1304535+274253,196.22311,27.71472,0.25233333333333335,0.85,78.83,18.02,r,Row 5233 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1305287+434037,196.36941,43.67702,0.26333333333333336,0.42,84.03,20.23,r,Row 5238 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1305332+230421,196.38819,23.07257,0.2643333333333333,0.65,348.88,20.39,r,Row 5239 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1305357-073828,196.39862,-7.64113,0.25133333333333335,0.65,356.6,19.76,r,Row 5240 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1305568+275950,196.48675,27.99713,0.4516666666666667,0.54,61.04,18.88,r,Row 5241 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1306185-080539,196.57701,-8.09415,0.703,0.6,77.75,17.09,r,Row 5245 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1306229+280853,196.59527,28.14815,0.4483333333333333,0.55,1.57,19.36,r,Row 5246 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1306408+024326,196.66988,2.72393,0.8383333333333333,0.86,274.8,17.42,r,Row 5250 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1307029-073353,196.76219,-7.56484,0.33666666666666667,0.66,337.58,18.38,r,Row 5252 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1307069-095602,196.77868,-9.93395,0.26466666666666666,0.41,55.59,19.38,r,Row 5254 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1307145+022213,196.81045,2.37023,0.294,0.45,76.09,18.6,r,Row 5257 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1308215+414109,197.08962,41.68597,0.25466666666666665,0.75,71.5,19.4,r,Row 5266 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1308384-021254,197.16003,-2.21498,0.3026666666666667,0.72,315.46,19.97,r,Row 5268 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1308459+405404,197.19109,40.90111,0.45666666666666667,0.47,87.47,17.68,r,Row 5271 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1308489+020200,197.20391,2.0334,0.28,0.62,21.09,20.07,r,Row 5272 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1308579+331207,197.24112,33.20189,0.2903333333333334,0.78,336.39,18.05,r,Row 5274 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1309510-072356,197.46258,-7.39896,0.292,0.59,304.56,19.43,r,Row 5278 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1310299-014616,197.62456,-1.77108,0.26366666666666666,0.69,41.47,18.8,r,Row 5284 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1310419+415327,197.67441,41.89096,0.36300000000000004,0.61,11.86,19.04,r,Row 5286 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1310581+364812,197.74214,36.80333,0.25866666666666666,0.73,324.29,18.52,r,Row 5287 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1310587+364942,197.74458,36.82825,0.41733333333333333,0.54,315.90999999999997,17.79,r,Row 5288 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1311064+371040,197.77664,37.17776,0.4083333333333333,0.68,308.34000000000003,17.44,r,Row 5290 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1311116+364045,197.79846,36.67926,0.4263333333333333,0.62,36.45,18.29,r,Row 5291 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1312266-014242,198.11071,-1.7116,2.094,0.57,4.56,18.54,r,Row 5300 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1313152+362730,198.31346,36.45831,0.26366666666666666,0.63,81.74,19.61,r,Row 5303 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1313188+312453,198.32843,31.41464,0.7959999999999999,0.79,272.45,16.58,r,Row 5304 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1313398+420236,198.416,42.04327,0.375,0.86,276.04,17.98,r,Row 5306 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1314002+121408,198.50068,12.23547,0.2733333333333333,0.93,296.15,17.49,r,Row 5308 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1316535+530132,199.22304,53.02543,0.262,0.51,55.3,20.24,r,Row 5318 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1317189+442348,199.32882,44.39654,0.44133333333333336,0.62,73.83,17.44,r,Row 5321 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1317434+411951,199.43094,41.33073,0.2743333333333334,0.45,350.9,20.24,r,Row 5322 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1319105-034508,199.79388,-3.75228,0.33666666666666667,0.42,332.43,18.4,r,Row 5330 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1319133+074646,199.80559,7.77934,0.27166666666666667,0.53,7.2,20.79,r,Row 5331 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1320091+330714,200.03784,33.12069,0.38,0.43,74.36,20.53,r,Row 5334 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1321578+385056,200.49094,38.84899,0.255,0.85,42.34,18.23,r,Row 5342 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1327013+514109,201.75549,51.68593,0.262,0.66,64.03,18.69,r,Row 5362 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1327122+553047,201.80086,55.51314,0.33233333333333337,0.45,349.66,19.04,r,Row 5363 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1327267+333612,201.86115,33.60328,0.27066666666666667,0.91,43.48,18.31,r,Row 5367 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1328427+250721,202.17783,25.12257,0.254,0.53,62.08,20.32,r,Row 5372 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1328474+105745,202.19748,10.96237,0.25166666666666665,0.77,32.51,18.06,r,Row 5374 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1329490+344609,202.45399,34.76918,0.30233333333333334,0.87,292.83,19.6,r,Row 5381 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330019+112442,202.508,11.41172,0.33233333333333337,0.43,282.21,20.81,r,Row 5384 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330095+110323,202.53975,11.05641,0.294,0.89,330.86,18.32,r,Row 5385 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330214+122904,202.58909,12.48441,0.29933333333333334,0.85,321.22,18.27,r,Row 5386 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330328+480202,202.63646,48.03394,0.2603333333333333,0.57,88.22,19.35,r,Row 5390 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330369+075027,202.65361,7.84093,0.25033333333333335,0.48,78.93,18.92,r,Row 5391 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330540-014736,202.72514,-1.79328,0.26366666666666666,0.57,30.52,19.32,r,Row 5395 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1330599+073738,202.74954,7.62711,0.262,0.78,67.88,19.26,r,Row 5396 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1331078-090411,202.78239,-9.06985,0.305,0.73,324.94,18.46,r,Row 5399 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1331573-025758,202.98872,-2.96621,0.3123333333333333,0.83,44.97,19.45,r,Row 5402 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1332262+600717,203.10903,60.12129,0.32766666666666666,0.37,80.35,20.05,r,Row 5404 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1332333+195603,203.13895,19.9341,0.26799999999999996,0.65,79.78,18.62,r,Row 5407 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1333258+563002,203.35752,56.50046,0.33366666666666667,0.75,356.68,17.94,r,Row 5412 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1333324+330548,203.38482,33.09659,0.25433333333333336,0.82,67.61,18.25,r,Row 5413 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1333352+444632,203.39651,44.77561,0.3783333333333333,0.59,74.5,17.82,r,Row 5414 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1334228+372314,203.59516,37.38714,0.45366666666666666,0.41,82.28,17.96,r,Row 5419 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1334405+135014,203.66857,13.83735,0.4393333333333333,0.8,46.58,19.22,r,Row 5422 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1335195+025522,203.83143,2.92282,0.2733333333333333,0.65,294.47,19.21,r,Row 5425 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1335216+165726,203.83993,16.95708,0.32566666666666666,0.42,43.2,19.59,r,Row 5426 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1336078-095334,204.03235,-9.89276,0.27666666666666667,0.83,307.03,18.42,r,Row 5433 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1336238-092437,204.0991,-9.41035,0.262,0.62,7.92,18.74,r,Row 5437 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1336324+443753,204.13504,44.63147,0.302,0.48,36.33,19.86,r,Row 5440 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1336537+320549,204.22362,32.097,0.5743333333333334,0.85,297.5,17.68,r,Row 5446 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1336546+320542,204.22748,32.09494,0.6133333333333333,0.81,295.6,17.21,r,Row 5447 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1337081+605813,204.28393,60.9703,0.26866666666666666,0.72,307.62,18.54,r,Row 5448 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1337328+090816,204.38674,9.13773,0.3026666666666667,0.87,359.16,18.24,r,Row 5449 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1337337+390820,204.39053,39.13899,0.269,0.45,81.75,19.7,r,Row 5450 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1337428+690542,204.4283,69.09503,0.39499999999999996,0.69,82.23,17.68,r,Row 5451 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1338557+104020,204.73192,10.67229,0.31933333333333336,0.37,59.73,20.15,r,Row 5454 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1340035+541838,205.01441,54.31057,0.2946666666666667,0.54,45.08,19.21,r,Row 5459 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1340315+225841,205.13125,22.97799,0.2776666666666667,0.63,57.95,20.77,r,Row 5463 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1340499+073117,205.20789,7.5214,0.2733333333333333,0.56,347.32,19.27,r,Row 5464 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1341093+250907,205.28877,25.1519,0.4056666666666667,0.56,50.2,18.28,r,Row 5466 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1341430+183239,205.42923,18.54413,0.5956666666666667,0.49,288.04,19.11,r,Row 5470 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1341587+420408,205.49475,42.06891,0.31633333333333336,0.52,21.28,19.5,r,Row 5472 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1342047+295238,205.51963,29.87732,0.29933333333333334,0.8,313.46,18.73,r,Row 5474 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1342537+614436,205.72386,61.74324,0.3123333333333333,0.87,59.88,18.38,r,Row 5478 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1343227+180636,205.8445,18.10999,0.384,0.44,320.35,18.8,r,Row 5480 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1343516+604119,205.96501,60.68865,0.25066666666666665,0.64,326.85,19.45,r,Row 5481 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1344105+040850,206.04385,4.14716,0.33266666666666667,0.84,4.84,17.95,r,Row 5484 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1345111+331130,206.29611,33.19168,0.35,0.88,356.64,18.2,r,Row 5486 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1345297+435505,206.37363,43.91803,0.27266666666666667,0.68,279.86,19.67,r,Row 5488 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1347175+600235,206.8229,60.04309,0.2733333333333333,0.5,31.36,19.59,r,Row 5500 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1347255+315545,206.85607,31.92905,0.29533333333333334,0.43,22.59,19.74,r,Row 5501 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1347263+610829,206.8594,61.14126,0.25233333333333335,0.87,67.54,18.38,r,Row 5502 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1347284+271319,206.86826,27.22187,0.28099999999999997,0.51,88.22,18.67,r,Row 5503 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1348073+253511,207.03061,25.58629,0.32966666666666666,0.6,49.99,19.08,r,Row 5505 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1349169+044903,207.32024,4.81764,0.36833333333333335,0.89,84.63,18.16,r,Row 5507 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1349202+395713,207.33399,39.95359,0.31366666666666665,0.83,351.7,17.81,r,Row 5508 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1350067+350006,207.52804,35.0017,0.35933333333333334,0.42,70.6,18.89,r,Row 5511 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1351008+050716,207.75338,5.12124,0.41233333333333333,0.57,75.26,19.35,r,Row 5516 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1352005+402236,208.00215,40.37657,0.29900000000000004,0.91,52.97,18.49,r,Row 5519 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1352287+402429,208.11976,40.40818,0.30566666666666664,0.92,296.33,18.4,r,Row 5520 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1352293+595234,208.12221,59.87608,0.39633333333333337,0.6,308.17,18.47,r,Row 5521 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1352340+600258,208.14163,60.04955,0.28300000000000003,0.88,294.18,17.57,r,Row 5522 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1353323+021531,208.38449,2.25869,0.42266666666666663,0.54,53.31,17.56,r,Row 5528 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1353420+600302,208.4251,60.05053,0.4533333333333333,0.57,297.81,17.08,r,Row 5532 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1354021+053542,208.50868,5.59513,0.258,0.63,42.63,18.42,r,Row 5535 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1354030+054652,208.51231,5.78119,0.27166666666666667,0.83,45.21,19.54,r,Row 5536 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1354360+053006,208.64988,5.5016,0.5226666666666666,0.62,54.87,17.03,r,Row 5541 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1355120+515432,208.79987,51.90884,0.29900000000000004,0.71,46.23,18.01,r,Row 5543 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1355167+594449,208.81941,59.74685,0.26,0.89,18.85,18.38,r,Row 5544 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1355357-053016,208.89865,-5.50454,0.419,0.72,78.22,18.26,r,Row 5549 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1355506+051948,208.96101,5.32993,0.32966666666666666,0.54,11.48,19.41,r,Row 5552 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1356097+401806,209.04051,40.30164,0.354,0.78,16.07,17.95,r,Row 5555 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1357303+385200,209.37607,38.86667,0.2786666666666667,0.41,270.38,18.7,r,Row 5562 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1357360+394644,209.40018,39.77896,0.31799999999999995,0.6,65.86,18.33,r,Row 5563 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1357458+075011,209.44101,7.8363,0.39266666666666666,0.54,336.27,17.86,r,Row 5567 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1358094+051922,209.53897,5.32264,0.31833333333333336,0.58,85.19,18.14,r,Row 5573 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1358121+354304,209.5503,35.71766,0.25266666666666665,0.75,330.44,18.31,r,Row 5574 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1358291+044114,209.62131,4.68715,0.26466666666666666,0.72,43.4,18.84,r,Row 5579 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1358536+051249,209.72327,5.21349,0.2776666666666667,0.73,298.21,18.72,r,Row 5582 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1359397+382745,209.91547,38.46261,0.294,0.68,346.25,18.12,r,Row 5587 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1401346+541027,210.39432,54.17406,0.2643333333333333,0.58,61.05,18.44,r,Row 5595 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1401450+075110,210.43748,7.8527,0.26233333333333336,0.59,319.03,19.56,r,Row 5598 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1401473+042753,210.44717,4.4646,0.25466666666666665,0.99,283.15,20.07,r,Row 5599 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1401578+370157,210.49074,37.03236,0.306,0.7,89.57,18.88,r,Row 5601 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1402157+054423,210.56544,5.73969,0.39666666666666667,0.51,88.59,20.91,r,Row 5604 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1402200+553918,210.58343,55.65503,0.25666666666666665,0.71,69.09,19.17,r,Row 5605 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1402220-061855,210.59154,-6.31538,0.34900000000000003,0.94,352.49,18.62,r,Row 5606 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1403191+492455,210.82975,49.41535,0.27066666666666667,0.66,351.73,18.34,r,Row 5611 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1403374+152348,210.906,15.39658,0.4186666666666667,0.82,82.2,17.1,r,Row 5613 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1403450+535638,210.93756,53.94377,0.38866666666666666,0.57,84.56,18.72,r,Row 5615 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1404144-011334,211.05981,-1.2261,0.2763333333333333,0.58,345.66,19.5,r,Row 5621 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1404228+094316,211.09518,9.72116,0.3466666666666667,0.54,347.64,19.22,r,Row 5622 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1404245+291027,211.10215,29.17409,0.2763333333333333,0.39,77.5,19.63,r,Row 5623 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1404398+084703,211.16581,8.78414,0.3893333333333333,0.72,339.49,18.23,r,Row 5626 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1404507-053145,211.21129,-5.52918,0.323,0.92,49.56,18.34,r,Row 5628 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1405289+143459,211.37024,14.583,0.26266666666666666,0.53,7.24,20.55,r,Row 5629 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1406309+191742,211.62872,19.29506,0.2856666666666667,0.66,53.51,18.4,r,Row 5632 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1406499+534430,211.70776,53.74158,0.327,0.66,86.84,18.79,r,Row 5636 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1407464+541525,211.94352,54.25706,0.27299999999999996,0.55,315.77,18.73,r,Row 5640 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1408374+541932,212.15601,54.32557,0.29633333333333334,0.92,282.14,19.14,r,Row 5648 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1408411+565536,212.17139,56.92654,0.34933333333333333,0.7,59.68,17.73,r,Row 5649 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1409142+174644,212.30925,17.77881,0.29733333333333334,0.66,57.39,18.86,r,Row 5655 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1410062+171956,212.52597,17.33213,0.6519999999999999,0.68,339.9,19.3,r,Row 5661 in 'SMUDGes_catalog.6_23.ascii'
