objname_from,pgc_from,objname_to,pgc_to,dtheta_arcsec,comment
APMUKS(BJ) B025019.80-39291 ID,599849,LCRS B025019.6-392916,-99,1.443,GPair
CGCG 161-107,48295,CGCG 161-107 NED02,-99,14.030,GPair
CGCG 071-090,44517,CGCG 071-090 NED02,-99,5.142,GPair
CGCG 110-015,59181,CGCG 110-015 NED01,-99,20.703,GPair
NGC 3405,32414,NGC 3405 NED01,-99,8.799,GPair
CGCG 046-044,50106,CGCG 046-044 NED01,-99,9.627,GPair
CGCG 402-009,67077,WISEA J213811.50+064432.9,-99,64.527,GPair
IRAS 11099-0541,139547,WISEA J111228.20-055810.5,-99,13.516,GPair
NGC 4969,45425,NGC 4969 NED01,-99,4.012,GPair
CGCG 079-044,57038,CGCG 079-044 NED02,-99,137.538,GPair
IRAS 16145+0034,140594,WISEA J161707.25+002700.9,-99,5.537,GPair
KUG 0847+693,24915,KUG 0847+693 NED01,-99,3.043,GPair
UGC 00046,477,UGC 00046 NED01,476,13.411,GPair
VII Zw 742,60847,VII Zw 742 NED02,-99,1.723,GPair
CGCG 079-025,56815,CGCG 079-025 NED02,-99,11.607,GPair
UGC 08941 NOTES01,49949,NGC 5421 NED02,-99,43.452,GPair
CGCG 023-018,57350,NGC 6070B NED02,-99,8.563,GPair
NGC 5747,52638,NGC 5747 NED02,-99,8.297,GPair
IC 4170 NED01,45287,2MASS J13053486+2108088,-99,3.859,GPair
CGCG 224-064,58414,CGCG 224-064 NED01,-99,6.974,GPair
CGCG 125-032,33825,WISEA J110941.20+214425.3,-99,104.970,GPair
CGCG 160-048,44364,CGCG 160-048 NED01,-99,17.767,GPair
UGC 06865,37282,UGC 06865 NED02,-99,18.766,GPair
CGCG 436-060,5509,2MASX J01283988+1445536,-99,0.408,GPair
CGCG 150-060,25366,CGCG 150-060 NED01,-99,15.725,GPair
CGCG 240-054,31211,CGCG 240-054 NED01,-99,10.033,GPair
CGCG 037-004,30233,WISEA J102031.12+031339.7,-99,28.941,GPair
KUG 1559+274,56730,2MASX J16014061+2718161,-99,3.528,GPair
MCG +02-27-036,31655,CGCG 065-076 NED03,-99,4.388,GPair
IC 2945,35958,IC 2945 NED01,-99,0.172,GPair
APMUKS(BJ) B003635.54-00582 ID,172650,SDSS J003909.05-004150.5,-99,2.359,GPair
VV 103,50348,VV 103 NED01,-99,1.070,GPair
KUGX 1607+355,57306,KUG 1607+355 NED01,-99,0.088,GPair
CGCG 087-041,21868,CGCG 087-041 NED01,-99,36.875,GPair
MCG +06-20-035,25760,SDSS J090902.63+372930.1,-99,3.969,GPair
VIII Zw 358,50288,VIII Zw 358 NOTES02,-99,5.487,GPair
UGCA 375,49221,CGCG 317-009 NED02,-99,0.000,GPair
KUG 1232+362,41933,2MASS J12352590+3556230,-99,3.255,GPair
UGC 08929,49899,UGC 08929 NED02,-99,16.997,GPair
CGCG 158-051,39197,CGCG 158-051 NED02,-99,16.151,GPair
UGC 00827,4645,UGC 00827 NED01,-99,9.276,GPair
VV 684,15198,VV 684 NED01,-99,3.246,GPair
ESO 246- G 024,9688,ESO 246- G 024 NED01,-99,14.171,GPair
CGCG 286-037,21421,CGCG 286-037 NED02,-99,8.733,GPair
UGC 10809,60083,UGC 10809 NED02,-99,25.403,GPair
CGCG 017-034,48045,2MASX J13364424-0329521,-99,6.047,GPair
IRAS 09020+6751,139161,WISEA J090631.09+673931.3,-99,14.825,GPair
NGC 6471,60773,NGC 6471 NED01,-99,15.154,GPair
UGC 06358,34785,UGC 06358 NED01,-99,71.117,GPair
CGCG 479-024,1524,CGCG 479-024 NED01,-99,12.140,GPair
AM 2351-542,95007,WISEA J235345.45-541200.7,-99,27.081,GPair
UGC 04030,21841,UGC 04030 NED01,-99,15.310,GPair
NGC 2951,27562,NGC 2951 NED01,-99,7.124,GPair
UGC 12280,70160,UGC 12280 NED02,-99,5.578,GPair
CGCG 049-137,54785,CGCG 049-137a,-99,26.944,GPair
IRAS 16007+8137,140554,WISEA J155651.09+812855.6,-99,0.463,GPair
UGC 11363,62416,UGC 11363 NED01,-99,0.140,GPair
MCG +09-13-006,21132,VV 757 NED03,-99,0.713,GPair
UGC 00570,3312,UGC 00570 NED01,-99,4.457,GPair
NGC 6111,57579,NGC 6111 NED01,-99,4.159,GPair
ESO 236- G 039,67293,AM 2141-491 NED02 E,-99,1.685,GPair
MRK 0823,52868,WISEA J144812.22+153352.3,-99,2.772,GPair
I Zw 165,59015,WISEA J164813.85+493718.4,-99,30.274,GPair
MRK 1402,10963,2MASX J02543105+0222438,-99,2.377,GPair
ESO 249-IG 019,13855,WISEA J034734.44-462030.4,-99,18.269,GPair
CGCG 459-009,4128,CGCG 459-009 NED01,-99,0.887,GPair
CGCG 011-029,34212,CGCG 011-029 NED01,-99,12.026,GPair
ESO 110-IG 025,72334,ESO 110-IG 025 NED01,-99,21.078,GPair
AM 0357-401,131253,WISEA J035928.21-400824.9,-99,1.648,GPair
CGCG 428-031,68063,WISEA J220652.59+154254.5,-99,55.273,GPair
NGC 7609,71076,NGC 7609 NED01,-99,12.691,GPair
VV 811,58570,VV 811 NED01,-99,3.591,GPair
IC 2012,14027,IC 2012 NED01,-99,5.254,GPair
CGCG 297-030,56217,CGCG 297-030 NED01,-99,5.560,GPair
AM 0542-403,584497,6dF J0544227-403622,-99,2.376,GPair
IC 1281,61527,IC 1281 NED02,-99,18.819,GPair
UGC 08581,47975,WISEA J133559.67+014409.3,-99,16.184,GPair
PKS 0108-146,925400,WISEA J011104.72-142232.6,-99,3.585,GPair
NGC 7436,70124,NGC 7436B,-99,8.049,GPair
CGCG 171-008,60983,CGCG 171-008 NED01,-99,10.803,GPair
VIII Zw 086,31177,VIII Zw 086 NOTES02,-99,39.559,GPair
CGCG 272-044,50785,SDSS J141321.82+534822.8,-99,4.244,GPair
NGC 5591,51360,NGC 5591 NED01,-99,10.645,GPair
UGC 05498,29708,UGC 05498 NED01,-99,19.888,GPair
CGCG 092-032,27741,SDSS J094223.36+143748.1,-99,61.005,GPair
CGCG 020-007,52639,CGCG 020-007 NED01,-99,4.473,GPair
CGCG 109-008,57875,CGCG 109-008 NED02,-99,9.153,GPair
NGC 4211,39221,NGC 4211 NED01,-99,17.840,GPair
CGCG 066-099,33255,CGCG 066-099 NED02,-99,14.673,GPair
PKS 2357+00,1,2MASX J23595879+0042066,-99,3.307,GPair
UGC 00793,4490,UGC 00793 NED01,-99,12.254,GPair
CGCG 080-008,57897,WISEA J162109.42+130809.2,-99,9.704,GPair
KUG 1214+405,39327,2MASX J12163288+4016234,-99,5.415,GPair
CGCG 080-027,58079,CGCG 080-027 NED02,-99,0.701,GPair
VPCX 27,87469,WISEA J122952.32+114038.7,-99,7.795,GPair
CGCG 092-041,27971,2MASX J09453368+1515253,-99,0.654,GPair
IRAS 08572+3915,25295,2MASX J09002536+3903542,-99,0.614,GPair
UGC 05941,32472,UGC 05941 NED02,-99,12.512,GPair
SBS 0933+578,27396,WISEA J093727.61+573547.9,-99,4.111,GPair
SDSS J091835.26+505654.7,26303,2MASX J09183525+5056544,-99,1.590,GPair
VII Zw 374,33822,VII Zw 374 NOTES02,-99,5.551,GPair
CGCG 076-024,52736,WISEA J144620.06+103122.3,-99,1.564,GPair
UGC 05494,29764,WISEA J101306.45+672439.4,-99,1.658,GPair
APMUKS(BJ) B045137.16-320104.3,75251,WISEA J045330.92-315612.3,-99,1.390,GPair
VV 513,46850,VV 513 NED03,-99,12.641,GPair
ESO 481-IG 012,11944,ESO 481-IG 012 NED01,-99,5.938,GPair
MCG +03-32-045,40888,MCG +03-32-045 NED01,-99,6.468,GPair
UGC 04167,22495,WISEA J080118.83+251724.0,-99,1.592,GPair
APMUKS(BJ) B023922.05+01254 ID,144979,WISEA J024156.54+013833.6,-99,6.159,GPair
ESO 197-IG 015,7495,ESO 197-IG 015 NED01,7497,10.388,GPair
ESO 197-IG 015 NED01,7497,ESO 197-IG 015 NED02,7499,34.691,G
APMUKS(BJ) B013424.41-10475 ID,976884,2MASX J01365322-1032350,-99,2.402,GPair
UGC 08850,49538,MRK 0463E,-99,0.500,GPair
NGC 6274,59383,UGC 10643 NED01,-99,10.306,GPair
APMUKS(BJ) B025639.49-53084 ID,175684,WISEA J025810.99-525646.6,-99,1.909,GPair
CGCG 104-038,51817,CGCG 104-038 NED01,-99,16.810,GPair
AM 0026-272,133677,AM 0026-272 NED02,-99,2.739,GPair
KUG 0825+248,23768,KUG 0825+248 NED01,-99,2.231,GPair
ESO 195-IG 021,3609,6dF J0100367-475202,-99,2.881,GPair
CGCG 260-026,19427,CGCG 260-026 NED02,-99,1.492,GPair
KUG 0848+394,24886,2MASX J08513476+3916087,-99,0.301,GPair
DUKST 357-064,199665,FCCB 0141,-99,1.540,GPair
CGCG 032-027,23665,CGCG 032-027 NED02,-99,7.044,GPair
ESO 235-IG 006,65500,ESO 235-IG 006 NED02,-99,26.013,GPair
UGC 09756,54209,UGC 09756 NED02,-99,19.257,GPair
IC 0510,23940,IC 0510 NED02,-99,4.975,GPair
MRK 0551,1798,MRK 0551b,-99,4.443,GPair
ESO 476-IG 031,772529,ESO 476-IG 031 NED02,-99,17.888,GPair
CGCG 457-025,2418,CGCG 457-025 NED01,-99,4.867,GPair
IRAS F03091-6241,145340,WISEA J031006.49-623024.7,-99,0.912,GPair
MCG -01-05-041,6824,MCG -01-05-041 NED02,-99,1.751,GPair
MCG -01-22-024,24087,MCG -01-22-024 NED01,-99,5.619,GPair
UGC 11195,61699,UGC 11195 NED01,-99,6.290,GPair
CGCG 254-005,61174,CGCG 254-005 NED01,-99,12.779,GPair
APMBGC 473-054-065,133654,WISEA J002851.84-233622.6,-99,2.031,GPair
APMUKS(BJ) B014754.41-05405 ID,174241,WISEA J015024.96-052603.9,-99,3.974,GPair
IV Zw 056,6143,IV Zw 056 NOTES02,-99,2.965,GPair
CGCG 035-045,27947,CGCG 035-045 NED01,-99,12.533,GPair
CGCG 428-029,68048,CGCG 428-029 NED02,-99,15.269,GPair
NGC 2944,27533,NGC 2944 NED01,27534,8.379,GPair
UGC 03841,20988,UGC 03841 NED01,-99,18.733,GPair
VIII Zw 355,50227,VIII Zw 355 NOTES02,-99,3.496,GPair
MCG +03-40-041,56060,WISEA J154757.80+174921.4,-99,4.352,GPair
MCG +09-20-174,40628,SBS 1223+557,-99,27.402,GPair
UGC 07340,39506,UGC 07340 NED02,-99,28.914,GPair
MCG +08-23-005,39817,MCG +08-23-005 NED02,-99,8.705,GPair
CGCG 039-111,34549,CGCG 039-111 NED01,-99,26.571,GPair
KUG 1133+345,35860,KUG 1133+345 NED01,-99,1.172,GPair
KUG 1328+344,47509,2MASX J13310125+3409112,-99,4.258,GPair
CGCG 380-019,70856,CGCG 380-019 NED02,-99,27.048,GPair
2MASX J15331536+3108430,55398,2MASS J15331537+3108426,-99,3.083,GPair
KUG 0922+523,26763,WISEA J092612.59+520949.1,-99,1.674,GPair
IRAS 11328+4137,139618,WISEA J113526.41+412057.6,-99,9.553,GPair
CGCG 061-049,25420,CGCG 061-049 NED01,-99,12.050,GPair
CGCG 050-073,55823,CGCG 050-073 NED02,-99,23.776,GPair
SBS 1533+574,55468,SBS 1533+574A,-99,3.692,GPair
CGCG 024-006,57877,CGCG 024-006 NED01,-99,22.752,GPair
VII Zw 700,59943,VII Zw 700 NOTES01,-99,5.523,GPair
UGC 06284,34348,UGC 06284 NED02,-99,4.790,GPair
CGCG 094-110,31910,CGCG 094-110 NED01,-99,0.602,GPair
IC 1008,51414,IC 1008 NED01,-99,7.646,GPair
NGC 2115,18001,NGC 2115A,18002,20.349,GPair
NGC 2115A,18002,NGC 2115B,-99,37.199,G
ESO 237-IG 040,68119,ESO 237-IG 040 NED02,-99,25.663,GPair
IRAS 01333-1324,941997,WISEA J013548.68-130922.7,-99,20.081,GPair
CGCG 016-035,46156,CGCG 016-035 NED02,-99,16.406,GPair
MCG +07-34-030,58109,WISE J162557.26+435743.7,-99,34.510,GPair
CGCG 090-079,25704,CGCG 090-079 NED01,-99,4.334,GPair
MCG -01-29-010,34739,MCG -01-29-010 NED01,-99,5.391,GPair
CGCG 061-019,24985,CGCG 061-019 NED02,-99,0.952,GPair
CGCG 077-075,54719,CGCG 077-075 NED01,-99,15.351,GPair
V Zw 093,6307,V Zw 093 NOTES02,-99,3.135,GPair
GALEXASC J024106.32-200243.6,134970,WISEA J024106.71-200241.3,-99,4.458,GPair
KUG 0938+294,27660,WISEA J094111.49+291504.3,-99,3.782,GPair
NGC 6817,63431,NGC 6817 NED02,-99,6.835,GPair
APMUKS(BJ) B031822.71-39163 ID,601864,LCRS B031822.7-391638,-99,2.417,GPair
UGC 06316,34557,UGC 06316 NED01,-99,30.010,GPair
ESO 199-IG 010,11482,ESO 199-IG 010 NED02,11483,14.012,GPair
ESO 199-IG 010 NED02,11483,ESO 199-IG 010 NED01,-99,11.902,G
KOS SP4 042,3080227,WISEA J004835.96-212155.1,-99,3.665,GPair
ESO 550-IG 025,14940,ESO 550-IG 025 NED01,-99,8.721,GPair
NGC 3764,35930,NGC 3764 NED01,-99,7.881,GPair
NGC 3040,28479,NGC 3040 NED02,-99,21.376,GPair
NGC 4759,43754,NGC 4759 NED01,-99,12.957,GPair
KUG 0110+307,4400,WISEA J011323.85+310130.2,-99,0.918,GPair
ESO 285-IG 015,64736,WISEA J202753.08-425521.9,-99,35.633,GPair
APMUKS(BJ) B014642.37-36512 ID,634759,WISEA J014853.70-363636.5,-99,3.313,GPair
ESO 358-IG 047,13446,ESO 358-IG 047 NED01,13447,6.823,GPair
UGC 10770,59804,UGC 10770 NED01,-99,20.827,GPair
CGCG 050-084,55879,2MASX J15433994+0809277,-99,1.443,GPair
UGC 09178,51214,UGC 09178 NED02,-99,75.776,GPair
KUG 1147+207B,1628827,2MASS J11502313+2029229,-99,1.016,GPair
CGCG 302-013,63176,CGCG 302-013 NED02,-99,32.973,GPair
ESO 194-IG 009,1365,ESO 194-IG 009 NED02,-99,26.079,GPair
ESO 478-IG 003,8105,WISEA J020727.73-230751.7,-99,7.189,GPair
CGCG 077-102,54936,CGCG 077-102 NED02,-99,5.841,GPair
IRAS 09109+2329,26027,2MASX J09135050+2317141,-99,15.141,GPair
APMUKS(BJ) B034702.80-08103 ID,176660,WISEA J034929.03-080123.7,-99,7.480,GPair
CGCG 378-017,69565,CGCG 378-017 NED01,-99,2.052,GPair
CGCG 046-042,50085,CGCG 046-042 NED01,-99,9.245,GPair
III Zw 107,71605,III Zw 107 NED01,-99,5.479,GPair
APMUKS(BJ) B042409.64-43310 ID,549161,WISEA J042545.44-432419.5,-99,5.804,GPair
VIII Zw 370,50536,VIII Zw 370 NED01,-99,0.173,GPair
CGCG 044-017,45645,CGCG 044-017 NED01,-99,3.694,GPair
CGCG 041-025,37973,CGCG 041-025 NED01,-99,17.908,GPair
VV 185,37892,VV 185a,-99,4.848,GPair
KUG 1219+227,40121,KAZ 386,-99,17.086,GPair
MCG +07-34-134,58760,MCG +07-34-134 NED01,-99,1.473,GPair
CGCG 132-054,49546,CGCG 132-054 NED01,-99,7.671,GPair
CGCG 105-040,52946,2MASX J14493773+1841598,-99,1.291,GPair
KUG 1146+382,36916,KUG 1146+382 NED01,-99,11.167,GPair
UM 601,48433,CGCG 017-059 NED02,-99,2.542,GPair
KUG 1020+425,30454,KUG 1020+425 NED01,-99,8.925,GPair
CGCG 134-039,52976,CGCG 134-039 NED01,-99,2.332,GPair
NGC 5213,47842,NGC 5213 NED02,-99,11.976,GPair
AM 0013-272,133683,WISEA J001625.85-270704.4,-99,6.903,GPair
CGCG 147-041,21312,CGCG 147-041 NED01,-99,26.761,GPair
NGC 6636,61782,NGC 6636 NED01,-99,13.895,GPair
UGC 05998,32678,UGC 05998 NED01,-99,14.741,GPair
MCG +02-58-023,69835,MCG +02-58-023 NED02,-99,0.521,GPair
CGCG 081-011,59417,CGCG 081-011 NED02,-99,4.659,GPair
CGCG 004-050,23976,CGCG 004-050 NED01,-99,10.716,GPair
IC 2893,35488,IC 2893 NED02,-99,3.924,GPair
NGC 0343,133741,NGC 0344,-99,2.043,GPair
APMUKS(BJ) B015752.36-15443 ID,910417,6dF J0200167-153002,-99,1.911,GPair
UGC 09371,52055,UGC 09371 NED01,200318,5.314,GPair
CGCG 033-019,24992,WISEA J085417.91+060335.1,-99,43.893,GPair
AM 0228-543,94946,6dF J0229590-542633,-99,1.312,GPair
KAZ 267,60303,KAZ 267a,-99,15.897,GPair
IC 0950,49280,IC 0950 NED02,-99,8.008,GPair
CGCG 073-096,49423,CGCG 073-096 NED01,-99,13.397,GPair
NGC 6230,59106,NGC 6230 NED02,-99,30.186,GPair
CGCG 089-025,23674,CGCG 089-025 NED01,-99,0.102,GPair
AM 0422-471 NED01,506824,WISEA J042346.84-470502.7,-99,2.293,GPair
UGCA 171,27887,MRK 0118,-99,4.419,GPair
WISEA J041918.26-451943.9,527910,6dF J0419182-451945,-99,0.716,GPair
APMUKS(BJ) B022720.20-04330 ID,1059732,WISEA J022950.67-041951.1,-99,2.034,GPair
UGC 00248,1627,UGC 00248 NED01,-99,13.589,GPair
CGCG 110-025,59494,2MASX J17030418+1617595,-99,9.567,GPair
IRAS 07225+2506,1722696,WISEA J072537.01+250028.2,-99,7.009,GPair
KUG 2346+123,1413711,WISEA J234923.49+123933.5,-99,0.334,GPair
CGCG 384-069,3883,WISEA J010531.89+025134.6,-99,52.100,GPair
VV 736,23874,VV 736 NED01,-99,7.768,GPair
NGC 0702,6852,NGC 0702 NED02,-99,15.510,GPair
VV 705,54617,VV 705 NED01,-99,8.534,GPair
IV Zw 166,72465,WISEA J234821.86+323013.4,-99,1.033,GPair
CGCG 040-057,37173,CGCG 040-057 NED01,-99,18.915,GPair
UGC 11680,66146,UGC 11680 NED01,-99,35.178,GPair
IRAS 02592-2851,133012,WISEA J030125.26-283935.3,-99,10.407,GPair
IC 1903,11990,IC 1903 NED02,-99,35.675,GPair
KUG 1200+230,38084,SDSS J120321.90+224407.0,-99,2.199,GPair
KUG 2254+124,70072,WISEA J225637.62+124126.4,-99,1.098,GPair
2MFGC 03259,1043483,WISEA J035820.08-053206.6,-99,8.326,GPair
CGCG 261-012,19916,CGCG 0653.1+5422 NED02,-99,9.692,GPair
CGCG 321-020,60516,2MASX J17343863+6702069,-99,0.478,GPair
CGCG 014-001,39654,CGCG 014-001 NED01,-99,13.602,GPair
NGC 3447,32694,NGC 3447a,32700,46.759,GPair
NGC 6902A,64575,NGC 6902A NED02,-99,7.542,GPair
CGCG 050-004,55288,CGCG 050-004 NED01,-99,33.654,GPair
VII Zw 067,18861,VII Zw 067 NOTES01,-99,6.997,GPair
MRK 0597,10469,MRK 0597b,-99,10.914,GPair
CGCG 234-022,19774,CGCG 234-022 NED01,-99,29.972,GPair
VV 474,45890,CGCG 160-163N,-99,2.566,GPair
MCG -02-09-035,12611,VV 491 NED01,12610,15.410,GPair
CGCG 415-043,11206,CGCG 415-043 NED02,-99,12.395,GPair
UGC 11672,66034,UGC 11672 NED02,-99,7.346,GPair
UGC 12301,70249,UGC 12301 NED02,-99,32.192,GPair
CGCG 004-102,24343,CGCG 004-102 NED02,-99,12.462,GPair
B2 1243+33,97414,2MASX J12454196+3324287,-99,4.039,GPair
CGCG 035-010,27263,WISEA J093529.80+033917.5,-99,2.360,GPair
CGCG 044-049,46232,CGCG 044-049 NED01,-99,7.760,GPair
CGCG 036-013,28936,WISEA J100022.85+031520.4,-99,123.862,GPair
MRK 1420,27730,2MASX J09420995+4800464,-99,0.351,GPair
CGCG 076-115,53479,WISEA J145753.85+140243.7,-99,24.380,GPair
UGC 08635,48273,UGC 08635 NED02,-99,13.380,GPair
IC 2543,29485,WISEA J100823.64+375030.3,-99,4.518,GPair
IC 0956,49444,WISEA J135440.19+204312.3,-99,8.369,GPair
KUG 1036+331,31676,2MASX J10391451+3254543,-99,3.786,GPair
MCG +00-60-047,72399,MCG +00-60-047 NED02,-99,3.715,GPair
KUG 0931+389,27243,KUG 0931+389 NED01,-99,1.079,GPair
CGCG 138-045,58601,2MASX J16364703+2548273,-99,33.887,GPair
IRAS 13156+0435,140161,WISEA J131810.22+041928.8,-99,9.094,GPair
CGCG 161-058,47196,KUG 1325+306,-99,10.714,GPair
KUG 1149+209,37155,WISEA J115201.05+203932.3,-99,1.720,GPair
KUG 1123+314,35155,KUG 1123+314 NED01,-99,1.764,GPair
UGC 10321 NOTES01,57765,UGC 10321 NED01,-99,7.442,GPair
KUG 2357+198,73178,KUG 2357+198 NED01,-99,0.900,GPair
CGCG 280-008,62568,CGCG 280-008 NED01,-99,4.788,GPair
ESO 302-IG 026,14321,ESO 302-IG 026 NED01,-99,8.684,GPair
MRK 1382,51671,MRK 1382 NED02,-99,10.140,GPair
UGC 12584,71365,UGC 12584 NED02,-99,19.109,GPair
NGC 5259,48292,NGC 5259 NED02,-99,10.349,GPair
AM 0228-234,133891,WISEA J023108.21-233544.8,-99,7.363,GPair
CGCG 038-108,33443,CGCG 038-108 NED01,-99,1.535,GPair
UGC 05028,26849,MRK 0111 NED02,-99,5.499,GPair
VII Zw 846,62476,VII Zw 846 NOTES01,-99,20.648,GPair
CGCG 458-016,3749,2MASX J01030453+1745019,-99,0.186,GPair
IRAS 05217-4311,147405,2MASX J05231295-4309123,3697841,2.227,GPair
SBS 1114+598,34424,SBS 1114+598a,-99,1.046,GPair
APMUKS(BJ) B035306.52-03591 ID,145892,6dF J0355362-035031,-99,2.836,GPair
KUG 0818+423A,23457,WISEA J082147.00+421401.8,-99,0.867,GPair
CGCG 048-009,52621,2MASX J14440986+0600518,-99,1.198,GPair
NGC 0326,3482,NGC 0326 NED01,-99,3.720,GPair
CGCG 254-014,61375,CGCG 254-014 NED01,-99,9.605,GPair
UGC 11871,67822,UGC 11871 NED01,-99,11.189,GPair
KUG 2334+046A,1275825,WISEA J233707.80+045708.1,-99,1.252,GPair
VV 667 NED01,58484,VV 667 NED05,-99,17.542,GPair
CGCG 038-127,33632,CGCG 038-127 NED01,-99,3.419,GPair
APMUKS(BJ) B011446.99-13073 ID,946500,WISEA J011715.75-125144.2,-99,1.669,GPair
VIII Zw 338,48962,CGCG 102-061 NED01,-99,6.768,GPair
APMUKS(BJ) B230724.41-151413.0,917591,2MASX J23100215-1457536,-99,2.021,GPair
CGCG 165-050,55004,CGCG 165-050 NED01,-99,11.837,GPair
VV 689,29031,WISEA J100139.59+194732.7,-99,1.045,GPair
UGC 04052,21993,UGC 04052 NED01,-99,10.367,GPair
UGC 00720,4121,UGC 00720 NED01,-99,14.961,GPair
KUG 0813+775,23382,WISEA J082007.30+772134.2,-99,3.775,GPair
2MASS J03060234-0551532,1039505,WISEA J030602.54-055153.6,-99,3.882,GPair
VV 605,44884,VV 605 NED01,-99,21.689,GPair
CGCG 375-043,66830,CGCG 375-043 NED02,-99,10.477,GPair
CGCG 431-041,71062,KUG 2316+136,-99,16.481,GPair
VV 382,4370,VV 382 NED01,-99,4.182,GPair
CGCG 098-113,39103,2MASX J12143121+1815041,-99,1.946,GPair
NGC 4199,39135,NGC 4199 NED01,-99,12.843,GPair
CGCG 377-026,68042,2MASX J22063506+0003235,-99,2.315,GPair
IC 4271,47334,IC 4271 NED01,-99,8.289,GPair
VIII Zw 312,47248,VIII Zw 312 NED01,-99,4.456,GPair
WISEA J115320.15+525553.1,2427446,2MASS J11532037+5255529,-99,0.648,GPair
NGC 5421,49950,NGC 5421 NED01,-99,12.599,GPair
KUG 0252+008,10987,WISEA J025450.50+010327.2,-99,0.246,GPair
CGCG 074-148,50854,CGCG 074-148 NED01,-99,52.866,GPair
CGCG 080-036,58174,CGCG 080-036 NED01,-99,42.009,GPair
VV 062,38374,WISEA J120618.21+203643.7,-99,3.931,GPair
UGC 08807,49341,UGC 08807 NED02,-99,0.216,GPair
AM 0318-582,94905,WISEA J031913.33-581804.7,-99,0.816,GPair
ESO 193-IG 002,72521,ESO 193-IG 002 NED02,-99,11.648,GPair
KUG 1333+360,47940,2MASX J13353646+3548136,-99,0.676,GPair
CGCG 078-083,56193,CGCG 078-083 NED01,-99,20.315,GPair
ESO 156- G 037,14403,WISEA J040416.42-554623.0,-99,14.709,GPair
AM 0014-270,133682,WISEA J001641.33-265113.7,-99,6.251,GPair
NGC 1044,10174,NGC 1044 NED01,-99,116.835,GPair
AM 0506-410,131431,WISEA J050747.52-405936.4,-99,13.020,GPair
UGC 10279,57443,UGC 10279 NED02,-99,9.038,GPair
NGC 0105,1583,NGC 0105 NED02,-99,20.391,GPair
KUG 1614+425,57674,KUG 1614+425 NED02,-99,5.314,GPair
IC 4974,64366,IC 4974 NED01,-99,10.140,GPair
CGCG 319-040,56796,CGCG 319-040 NED02,-99,37.123,GPair
2MASXi J0150431-203721,134827,2MASX J01504303-2037213,3626190,1.040,GPair
ESO 252-IG 001,16389,ESO 252-IG 001 NED01,-99,11.891,GPair
NGC 7475,70383,NGC 7475 NED01,-99,11.491,GPair
ESO 293-IG 006,72668,ESO 293-IG 006 NED02,-99,16.293,GPair
CGCG 069-019,37873,CGCG 069-019 NED01,-99,22.838,GPair
VV 478,4701,MCG -01-04-025 NED01,-99,9.340,GPair
UGC 09861,55151,UGC 09861 NED02,-99,19.524,GPair
UGC 05304,28487,UGC 05304 NED01,-99,17.998,GPair
ESO 156-IG 023,14210,WISEA J035851.29-560221.6,-99,11.999,GPair
APMUKS(BJ) B235320.31-02302 ID,197241,WISEA J235554.48-021342.0,-99,4.915,GPair
ESO 355-IG 003,8759,ESO 355-IG 003 NED01,-99,17.251,GPair
ESO 201-IG 029,14770,ESO 201-IG 029 NED02,-99,5.881,GPair
UGC 12589,71381,WISEA J232501.71+000001.4,-99,2.204,GPair
ESO 157-IG 014,14753,ESO 157-IG 014 NED01,-99,19.286,GPair
ESO 108-IG 005,67554,ESO 108-IG 005 NED01,-99,8.327,GPair
APMBGC 551-097+065,135168,WISEA J044259.94-211229.1,-99,4.453,GPair
ESO 306-IG 001,17321,ESO 306-IG 001 NED02,-99,12.445,GPair
UGC 00205,1372,WISEA J002120.23+172025.8,-99,20.904,GPair
VII Zw 272,26280,WISEA J091812.85+575920.7,-99,2.053,GPair
AM 0611-492,165456,AM 0611-492 W,-99,18.865,GPair
UGC 07891,42760,UGC 07891 NED01,-99,11.133,GPair
ESO 196-IG 014,6098,ESO 196-IG 014N,-99,42.651,GPair
CGCG 021-090,55027,WISEA J152450.98+010552.8,-99,13.285,GPair
CGCG 052-023,58241,CGCG 052-023 NED02,-99,2.030,GPair
IC 3138,213972,IC 3138 NED01,-99,5.035,GPair
NGC 6174,58351,IV Zw 063 NOTES02,-99,4.779,GPair
KUG 1132+388,35828,KUG 1132+388 NED01,-99,0.080,GPair
WISEA J115020.46-003533.8,36999,ABELL 1392:[P78] B1,-99,2.461,GPair
KUG 0944+327,82532,KUG 0944+327 NED02,-99,1.283,GPair
UGC 09489,52569,UGC 09489 NED01,-99,15.076,GPair
CGCG 251-023,58332,CGCG 251-023 NED02,-99,3.246,GPair
NGC 5759,52797,UGC 09525 NED02,-99,6.898,GPair
CGCG 080-010,57914,WISEA J162126.77+142827.4,-99,56.157,GPair
WISEA J121114.27+142434.9,165598,2MASX J12111428+1424348,-99,0.737,GPair
NGC 5531,50999,NGC 5531 NED01,-99,2.833,GPair
VV 747,32954,SBS 1054+365,-99,5.337,GPair
UGC 06172,33663,UGC 06172 NED01,-99,15.842,GPair
CGCG 043-129,45189,CGCG 043-129 NED02,-99,2.957,GPair
[ATS2004] 0457,3279904,WISEA J095314.84+003859.7,-99,1.813,GPair
CGCG 019-058,51974,CGCG 019-058 NED02,-99,2.629,GPair
VIII Zw 128,33969,WISEA J111100.44+052955.7,-99,76.406,GPair
