# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
WISEA J081428.39+464206.3,drop,faint shred or compact,
WISEA J083302.92+332804.6,drop,faint shred or compact,
WISEA J084048.32+443817.9,drop,faint shred or compact,
WISEA J090017.96+500456.2,drop,faint shred or compact,
WISEA J090629.04+370937.7,drop,faint shred or compact,
SDSS J090700.24+312324.5,drop,faint shred or compact,
SDSS J094710.58+480340.3,drop,faint shred or compact,
WISEA J094826.14+463447.1,drop,faint shred or compact,
SDSS J095803.18+012420.2,drop,faint shred or compact,
WISEA J100247.66+011950.8,drop,faint shred or compact,
WISEA J101145.91+513513.1,drop,faint shred or compact,
WISEA J101736.97+305102.1,drop,faint shred or compact,
WISEA J102605.55+523459.7,drop,faint shred or compact,
SDSS J104112.45+343938.1,drop,faint shred or compact,
SDSS J104805.06+394215.1,drop,faint shred or compact,
WISEA J111238.30+545429.4,drop,faint shred or compact,
WISEA J113429.93+473127.9,drop,faint shred or compact,
2MASS J11383541+4648224,drop,faint shred or compact,
WISEA J122607.12+524235.1,drop,faint shred or compact,
WISEA J124050.06+473609.1,drop,faint shred or compact,
SDSS J125042.87+392514.8,drop,faint shred or compact,
SDSS J131728.04+365126.5,drop,faint shred or compact,
SDSS J132715.75+383227.0,drop,faint shred or compact,
WISEA J135706.43+543647.4,drop,faint shred or compact,
WISEA J135841.76+660636.0,drop,faint shred or compact,
WISEA J140206.66+455749.1,drop,faint shred or compact,
WISEA J142220.28+515210.1,drop,faint shred or compact,
WISEA J142315.88+640158.0,drop,faint shred or compact,
SDSS J143055.36+561516.0,drop,faint shred or compact,
SDSS J143510.36+403614.6,drop,faint shred or compact,
WISEA J145257.16+324253.0,drop,faint shred or compact,
SDSS J153119.44+323300.5,drop,faint shred or compact,
WISEA J160314.56+534718.7,drop,faint shred or compact,
3C 328,drop,faint shred or compact,
WISEA J160557.88+321802.8,drop,faint shred or compact,
WISEA J161331.36+492601.5,drop,faint shred or compact,
WISEA J162041.04+410410.3,drop,faint shred or compact,
SDSS J162052.32+564540.0,drop,faint shred or compact,
B3 1640+428,drop,faint shred or compact,
WISEA J164856.72+355729.7,drop,faint shred or compact,
WISEA J165014.17+321058.1,drop,faint shred or compact,
WISEA J165824.54+375652.5,drop,faint shred or compact,
SDSS J171308.87+575224.2,drop,faint shred or compact,
WISEA J210809.15+005904.0,drop,faint shred or compact,
WISEA J213734.66-002545.7,drop,faint shred or compact,
WISEA J214841.83+004700.0,drop,faint shred or compact,
SDSS J221743.34+000730.3,drop,faint shred or compact,
WISEA J233256.36+001253.2,drop,faint shred or compact,
SMDG J2110480-471232,drop,faint shred or compact,
SDSS J212023.29+103224.6,drop,faint shred or compact,
SMDG J2125384-553525,drop,faint shred or compact,
ESO 188-IG 005,drop,faint shred or compact,
WISEA J212644.20+252113.2,drop,faint shred or compact,
GALEXASC J212817.31-613306.5,drop,faint shred or compact,
SMDG J2131145-541713,drop,faint shred or compact,
ESO 531- G 006,drop,faint shred or compact,
SMDG J2207038-470000,drop,faint shred or compact,
ESO 288- G 044,drop,faint shred or compact,
SDSS J221742.39+000908.2,drop,faint shred or compact,
PGC 133356,drop,faint shred or compact,
LSBC F746-03,drop,faint shred or compact,
PGC 713228,drop,faint shred or compact,
ESO 469- G 001,drop,faint shred or compact,
WISEA J225143.22-323953.2,drop,faint shred or compact,
LEDA 384835,drop,faint shred or compact,
WISEA J230828.25+144856.3,drop,faint shred or compact,
2MASS J23093886+1512248,drop,faint shred or compact,
LEDA 591240,drop,faint shred or compact,
AGC 330309,drop,faint shred or compact,
APMUKS(BJ) B232435.07-500858.3,drop,faint shred or compact,
ESO 291- G?035,drop,faint shred or compact,
WISEA J233605.31+210145.9,drop,faint shred or compact,
SMDG J2352232+143712,drop,faint shred or compact,
WISEA J165843.59-662908.3,drop,faint shred or compact,
WISEA J171038.74+211427.6,drop,faint shred or compact,
WISEA J172419.39-091134.5,drop,faint shred or compact,
LCSB L0707N,drop,faint shred or compact,
2MASX J17581556-6514186,drop,faint shred or compact,
ESO 280- G?001,drop,faint shred or compact,
ESO 103- G 003,drop,faint shred or compact,
DENIS J180630.6+013713,drop,faint shred or compact,
SGC 1824.5-5252,drop,faint shred or compact,
PGC 503188,drop,faint shred or compact,
ESO 523- G 013,drop,faint shred or compact,
2MASX J19110946-5959331,drop,faint shred or compact,
LEDA 712829,drop,faint shred or compact,
CGMW 4-6983,drop,faint shred or compact,
WISEA J193514.97-625247.2,drop,faint shred or compact,
WISEA J193937.83-305832.4,drop,faint shred or compact,
WISEA J193938.48-305559.2,drop,faint shred or compact,
FGCE 1487,drop,faint shred or compact,
SMDG J2040002-061345,drop,faint shred or compact,
ESO 463- G 033,drop,faint shred or compact,
SDSS J205712.81+002932.8,drop,faint shred or compact,
2MASX J20584336-3649079,drop,faint shred or compact,
SDSS J144925.97-015844.4,drop,faint shred or compact,
SDSS J145102.49+000017.6,drop,faint shred or compact,
SDSS J145248.80+163605.5,drop,faint shred or compact,
SDSS J145346.64+014434.8,drop,faint shred or compact,
SDSS J145649.29+083746.4,drop,faint shred or compact,
2MASX J15001800-8212375,drop,faint shred or compact,
PGC 836387,drop,faint shred or compact,
ESO 068- G 003,drop,faint shred or compact,
WISEA J152212.20+104130.1,drop,faint shred or compact,
PGC1 0086658 NED001,drop,faint shred or compact,
PGC1 0055648 NED002,drop,faint shred or compact,
SDSS J154005.22+023551.1,drop,faint shred or compact,
SDSS J155110.49+075029.7,drop,faint shred or compact,
PGC1 2801987 NED001,drop,faint shred or compact,
ESO 389- G 002,drop,faint shred or compact,
SDSS J155520.30+091146.4,drop,faint shred or compact,
WISEA J155609.14+101548.8,drop,faint shred or compact,
PGC1 1562327 NED001,drop,faint shred or compact,
SDSS J160959.42+264326.8,drop,faint shred or compact,
WISEA J161109.85-344500.1,drop,faint shred or compact,
NVSS J161604-061457,drop,faint shred or compact,
2MASX J16170330-2258333,drop,faint shred or compact,
WISEA J162448.55+291917.3,drop,faint shred or compact,
WISEA J162650.23+044850.2,drop,faint shred or compact,
SDSS J163334.91+084758.7,drop,faint shred or compact,
WISEA J163350.94-262624.9,drop,faint shred or compact,
ESO 453- G 001,drop,faint shred or compact,
SDSS J123515.65+021723.0,drop,faint shred or compact,
WISEA J123920.85-264406.1,drop,faint shred or compact,
PGC1 1062175 NED001,drop,faint shred or compact,
WISEA J124251.99+201909.0,drop,faint shred or compact,
WISEA J125313.03-033018.3,drop,faint shred or compact,
ESO 219- G 009,drop,faint shred or compact,
4C +09.45,drop,faint shred or compact,
WISEA J131053.54+161819.2,drop,faint shred or compact,
SMDG J1312266-014242,drop,faint shred or compact,
LEDA 1082386,drop,faint shred or compact,
SDSS J131649.32+055318.5,drop,faint shred or compact,
GALEXASC J132017.28+174722.2,drop,faint shred or compact,
ESO 444- G 013,drop,faint shred or compact,
SDSS J132257.83+161424.5,drop,faint shred or compact,
LEDA 166166,drop,faint shred or compact,
WISEA J132518.10-413733.0,drop,faint shred or compact,
SDSS J133433.22-003753.1,drop,faint shred or compact,
SDSS J133639.56+134711.5,drop,faint shred or compact,
NGC 5367,drop,faint shred or compact,
WISEA J135931.22-764335.4,drop,faint shred or compact,
SDSS J140749.85+003902.7,drop,faint shred or compact,
SDSS J140756.53-010256.0,drop,faint shred or compact,
SDSS J141405.06+021136.4,drop,faint shred or compact,
SDSS J141554.37+193601.8,drop,faint shred or compact,
SDSS J143111.50-001148.2,drop,faint shred or compact,
PGC 3097608,drop,faint shred or compact,
SDSS J144508.36+244445.9,drop,faint shred or compact,
SDSS J115702.27+010223.2,drop,faint shred or compact,
WISEA J120504.96+110610.8,drop,faint shred or compact,
SDSS J120748.46-030726.2,drop,faint shred or compact,
SDSS J121453.12-012039.8,drop,faint shred or compact,
WISEA J121747.17+090546.9,drop,faint shred or compact,
WISEA J121811.54+271653.4,drop,faint shred or compact,
WISEA J121818.84+030841.0,drop,faint shred or compact,
WISEA J121928.31+280653.5,drop,faint shred or compact,
SDSS J122254.32+012041.4,drop,faint shred or compact,
ESO 039- G 007,drop,faint shred or compact,
PGC1 3097707 NED001,drop,faint shred or compact,
SMDG J1226156+130837,drop,faint shred or compact,
SDSS J123106.32+163902.6,drop,faint shred or compact,
SDSS J105111.50+064350.0,drop,faint shred or compact,
WISEA J105908.65+174727.2,drop,faint shred or compact,
2MASS J11122504-7644379,drop,faint shred or compact,
SDSS J112229.69+172354.4,drop,faint shred or compact,
WISEA J113025.49+090917.4,drop,faint shred or compact,
SDSS J113712.16-005312.8,drop,faint shred or compact,
WISEA J113839.27+130326.3,drop,faint shred or compact,
SDSS J114047.64-003824.2,drop,faint shred or compact,
SDSSCGB 52930.04,drop,faint shred or compact,
PGC 1044712,drop,faint shred or compact,
ESO 572- G 002,drop,faint shred or compact,
WISEA J094039.14+240812.9,drop,faint shred or compact,
SDSS J094412.90+032858.1,drop,faint shred or compact,
SDSS J094808.10+283847.9,drop,faint shred or compact,
LEDA 783860,drop,faint shred or compact,
SDSS J095057.68+105026.3,drop,faint shred or compact,
SDSS J095801.80+210123.8,drop,faint shred or compact,
WISEA J095827.34+222140.5,drop,faint shred or compact,
SDSS J100233.76+020538.0,drop,faint shred or compact,
PGC 1072167,drop,faint shred or compact,
SDSS J101246.15+281219.5,drop,faint shred or compact,
SDSS J101411.78-010538.7,drop,faint shred or compact,
WISEA J101512.51+101929.2,drop,faint shred or compact,
LSBC F567-02,drop,faint shred or compact,
SGC 1020.1-3253,drop,faint shred or compact,
SDSS J102243.33+152237.7,drop,faint shred or compact,
SDSS J102824.94+154705.0,drop,faint shred or compact,
WISEA J103348.30+202042.6,drop,faint shred or compact,
ESO 376- G 003,drop,faint shred or compact,
SDSS J104253.42+182048.8,drop,faint shred or compact,
WISEA J104312.25-021608.3,drop,faint shred or compact,
SDSS J091808.20-000017.1,drop,faint shred or compact,
SDSS J091923.08+105508.6,drop,faint shred or compact,
SDSS J092002.01+155552.1,drop,faint shred or compact,
WISEA J092024.49+254048.9,drop,faint shred or compact,
2MASS J09203701+0012452,drop,faint shred or compact,
SDSS J092744.52+071937.2,drop,faint shred or compact,
SDSS J092746.42+253722.9,drop,faint shred or compact,
2MASX J09282485-0207354,drop,faint shred or compact,
FGCE 0757,drop,faint shred or compact,
2MASX J04564692-6624309,drop,faint shred or compact,
PGC401449,drop,faint shred or compact,
2MASX J05164229-6939382,drop,faint shred or compact,
2MASX J05184005-6924381,drop,faint shred or compact,
ESO 056- G?104,drop,faint shred or compact,
WISEA J052245.21-701028.0,drop,faint shred or compact,
2MASX J05225451-6804199,drop,faint shred or compact,
WISEA J052844.42-661403.9,drop,faint shred or compact,
ESO 033- G 023,drop,faint shred or compact,
WISEA J053750.29-691107.0,drop,faint shred or compact,
WISEA J053757.54-690750.1,drop,faint shred or compact,
WISEA J053822.42-704112.7,drop,faint shred or compact,
LEDA 166087,drop,faint shred or compact,
WISEA J060729.80-062919.7,drop,faint shred or compact,
PGC 996184,drop,faint shred or compact,
ESO 161- G 003,drop,faint shred or compact,
ESO 490- G 043,drop,faint shred or compact,
ESO 491- G 002,drop,faint shred or compact,
ESO 163- G 005,drop,faint shred or compact,
SDSS J080314.68+243353.2,drop,faint shred or compact,
WISEA J080745.89+224854.6,drop,faint shred or compact,
WISEA J080919.22-002421.9,drop,faint shred or compact,
2MASS J08134201+1637177,drop,faint shred or compact,
ESO 006-001,drop,faint shred or compact,
2MASS J08215308+1447585,drop,faint shred or compact,
SDSS J082159.63+283224.6,drop,faint shred or compact,
WISEA J082834.34+065557.0,drop,faint shred or compact,
2MASS J08352594+2551363,drop,faint shred or compact,
WISEA J083822.45+144143.7,drop,faint shred or compact,
2MASS J08414943+2314461,drop,faint shred or compact,
SDSS J084331.58+235803.1,drop,faint shred or compact,
WISEA J084423.20-002431.5,drop,faint shred or compact,
WISEA J084846.01-084045.6,drop,faint shred or compact,
LEDA 3097451,drop,faint shred or compact,
WISEA J085455.25+015838.0,drop,faint shred or compact,
WISEA J085932.27-305722.3,drop,faint shred or compact,
WISEA J090145.43+063208.6,drop,faint shred or compact,
SDSS J090247.29+312002.7,drop,faint shred or compact,
WISEA J090315.47+064623.1,drop,faint shred or compact,
SDSS J091036.57+010316.2,drop,faint shred or compact,
WISEA J091319.48+194212.0,drop,faint shred or compact,
SMDG J0917037+142206,drop,faint shred or compact,
WISEA J091712.22+023823.1,drop,faint shred or compact,
WISEA J033827.39-072106.8,drop,faint shred or compact,
WISEA J034548.35-631932.1,drop,faint shred or compact,
ESO 032- G 002,drop,faint shred or compact,
WISEA J040220.39-064337.7,drop,faint shred or compact,
ESO 015- G 008,drop,faint shred or compact,
MCG -01-11-006,drop,faint shred or compact,
ESO 250-G*?012,drop,faint shred or compact,
WISEA J043241.38-124516.2,drop,faint shred or compact,
WISEA J043302.40+085810.4,drop,faint shred or compact,
2MASX J04392949+0003190,drop,faint shred or compact,
ESO 304- G 008,drop,faint shred or compact,
ESO 202- G 054,drop,faint shred or compact,
ESO 055- G 035,drop,faint shred or compact,
2MASS J04462499-5103103,drop,faint shred or compact,
ESO 421- G 017,drop,faint shred or compact,
FCCB 0642,drop,faint shred or compact,
SDSS J033013.98+010210.4,drop,faint shred or compact,
SDSS J033317.38-071608.4,drop,faint shred or compact,
WISEA J033340.50-002546.8,drop,faint shred or compact,
ESO 083- G 007,drop,faint shred or compact,
FCCB 0071,drop,faint shred or compact,
WISEA J025709.45+002421.2,drop,faint shred or compact,
SDSS J030351.47+010341.9,drop,faint shred or compact,
ESO 357- G 002,drop,faint shred or compact,
LEDA 094889,drop,faint shred or compact,
WISEA J021540.78-085841.9,drop,faint shred or compact,
SDSS J022555.26+001227.9,drop,faint shred or compact,
WISEA J021223.91-062411.2,drop,faint shred or compact,
MCG -01-06-008,drop,faint shred or compact,
WISEA J015853.10-050641.9,drop,faint shred or compact,
WISEA J015558.36-003130.1,drop,faint shred or compact,
WISEA J014833.39+332432.9,drop,faint shred or compact,
UGC 00060a,drop,faint shred or compact,
SDSS J014550.37-091849.6,drop,faint shred or compact,
WISEA J014828.86+102821.7,drop,faint shred or compact,
WISEA J012057.84+000017.4,drop,faint shred or compact,
LSBC F683-01,drop,faint shred or compact,
2MASX J01264379+1140016,drop,faint shred or compact,
WISEA J011711.56-455746.7,drop,faint shred or compact,
SDSS J011206.28+151738.5,drop,faint shred or compact,
SDSS J010841.47-011505.5,drop,faint shred or compact,
WISEA J010317.27-705049.5,drop,faint shred or compact,
SDSS J005755.17+134545.0,drop,faint shred or compact,
SDSS J005213.41-003426.8,drop,faint shred or compact,
2MASS J00394123+1456459,drop,faint shred or compact,
SDSS J002732.08+160242.8,drop,faint shred or compact,
2MASX J00265282-7132113,drop,faint shred or compact,
PGC 260239,drop,faint shred or compact,
IRAS 00093-5906,drop,faint shred or compact,
WISEA J021127.30-174558.5,drop,faint shred or compact,
LEDA 166144,drop,faint shred or compact,
SDSS J000011.99+010718.2,drop,faint shred or compact,
PGC 1039787,drop,faint shred or compact,
SDSS J140725.29+550629.0,drop,faint shred or compact,
SDSS J140720.91+550617.1,drop,faint shred or compact,
WISEA J140720.00+550601.4,drop,faint shred or compact,
WISEA J141917.47+350753.8,drop,faint shred or compact,
WISEA J141913.64+350826.3,drop,faint shred or compact,
2MASS J14181660+3139195,drop,faint shred or compact,
WISEA J141749.68+800701.2,drop,faint shred or compact,
SDSS J141755.60+352745.9,drop,faint shred or compact,
2MASX J14175313+3527562,drop,faint shred or compact,
SDSS J141632.91+574814.2,drop,faint shred or compact,
2MASS J14123748+3918357,drop,faint shred or compact,
SDSS J140855.21+333205.9,drop,faint shred or compact,
WISEA J142210.70+482958.9,drop,faint shred or compact,
2MASS J14221989+5030135,drop,faint shred or compact,
SDSS J142316.48+414642.3,drop,faint shred or compact,
SDSS J142318.73+414636.5,drop,faint shred or compact,
SDSS J142728.15+460902.3,drop,faint shred or compact,
SDSS J142728.97+460834.2,drop,faint shred or compact,
WISEA J142706.44+503442.3,drop,faint shred or compact,
WISEA J142715.64+503227.7,drop,faint shred or compact,
SDSS J142708.83+355505.0,drop,faint shred or compact,
SDSS J142708.47+355500.6,drop,faint shred or compact,
SDSS J142611.51+483339.1,drop,faint shred or compact,
NGC 5615,drop,faint shred or compact,
SDSS J142738.64+411531.0,drop,faint shred or compact,
SDSS J142823.59+331453.5,drop,faint shred or compact,
WISEA J142916.28+300329.4,drop,faint shred or compact,
WISEA J142950.81+493752.4,drop,faint shred or compact,
